country,year,population,gdp,co2,co2_per_capita,coal_co2,gas_co2,methane,nitrous_oxide,oil_co2,primary_energy_consumption
Romania,1990,22939530.0,128000000000.0,176.535,7.696,54.862,70.456,34.4,17.384,43.889,735.215
Romania,1991,22947416.0,115000000000.0,142.258,6.199,42.963,57.281,30.551,12.563,36.511,624.444
Romania,1992,22912389.0,110000000000.0,132.003,5.761,45.194,45.767,27.887,12.728,36.013,550.674
Romania,1993,22842257.0,115000000000.0,122.709,5.372,40.523,43.571,25.413,12.507,33.76,535.222
Romania,1994,22756247.0,123000000000.0,120.868,5.311,40.997,42.39,25.295,11.127,32.704,504.851
Romania,1995,22657722.0,136000000000.0,125.675,5.547,42.23,44.039,24.462,11.24,34.15,554.803
Romania,1996,22541915.0,147000000000.0,129.117,5.728,41.873,43.587,24.838,11.369,38.347,551.402
Romania,1997,22411511.0,145000000000.0,118.115,5.27,37.198,35.89,24.322,10.987,39.969,523.325
Romania,1998,22284901.0,144000000000.0,104.783,4.702,31.524,33.487,23.078,10.041,34.242,478.845
Romania,1999,22166156.0,148000000000.0,88.899,4.011,26.093,30.364,22.529,9.279,27.475,421.171
Romania,2000,22046264.0,158000000000.0,93.206,4.228,29.552,30.804,22.277,9.882,28.166,420.332
Romania,2001,21919916.0,174000000000.0,98.928,4.513,31.919,29.556,21.909,9.621,32.908,425.105
Romania,2002,21770020.0,190000000000.0,99.069,4.551,32.966,30.758,22.803,8.706,30.783,441.307
Romania,2003,21593448.0,205000000000.0,103.707,4.803,35.896,33.636,22.677,9.256,29.4,441.244
Romania,2004,21403215.0,229000000000.0,103.233,4.823,35.875,31.856,22.428,10.218,30.308,459.247
Romania,2005,21213395.0,244000000000.0,101.337,4.777,35.572,30.46,22.384,10.289,29.807,460.449
Romania,2006,21035732.0,275000000000.0,104.29,4.958,38.262,31.31,22.982,9.397,28.353,467.61
Romania,2007,20870714.0,305000000000.0,108.497,5.199,42.116,31.249,23.053,9.501,28.304,451.004
Romania,2008,20718745.0,340000000000.0,106.997,5.164,40.69,31.756,23.244,9.896,27.638,449.797
Romania,2009,20576922.0,327000000000.0,87.806,4.267,32.365,25.559,22.269,9.007,24.691,392.122
Romania,2010,20432575.0,335000000000.0,84.488,4.135,29.403,26.805,22.163,10.143,23.252,396.424
Romania,2011,20282009.0,350000000000.0,92.391,4.555,34.091,28.944,21.044,10.114,24.273,408.341
Romania,2012,20158451.0,357000000000.0,89.848,4.457,31.523,27.774,21.216,9.408,25.511,393.332
Romania,2013,20062913.0,358000000000.0,78.795,3.927,25.269,25.248,21.069,9.896,23.728,369.577
Romania,2014,19968179.0,373000000000.0,79.335,3.973,25.006,24.429,21.694,9.858,24.887,379.116
Romania,2015,19871018.0,384000000000.0,78.046,3.928,25.128,23.493,21.935,9.457,24.146,381.136
Romania,2016,19777049.0,395000000000.0,76.587,3.873,22.147,23.304,22.483,9.926,25.899,381.085
Romania,2017,19689405.0,456000000000.0,79.432,4.034,21.774,24.355,22.37,10.337,27.908,387.936
Romania,2018,19597874.0,473000000000.0,79.874,4.076,20.766,24.966,22.643,10.833,28.456,392.051
Romania,2019,19501542.0,457000000000.0,76.69,3.933,18.362,22.675,22.849,10.824,29.781,383.818
Romania,2020,19392467.0,483000000000.0,73.946,3.813,14.298,25.009,21.745,10.33,29.063,369.489
Romania,2021,19248159.0,505000000000.0,77.501,4.026,15.53,25.271,21.998,11.111,30.971,390.003
Romania,2022,19166776.0,505000000000.0,73.186,3.818,13.752,21.612,21.975,10.196,32.428,360.166
Russia,1985,143569386.0,1800000000000.0,2349.517,16.365,866.042,636.963,439.61,134.117,798.995,9555.139
Russia,1986,144807816.0,1840000000000.0,2349.904,16.228,893.987,603.894,447.661,134.174,805.277,9724.456
Russia,1987,146147383.0,1840000000000.0,2358.795,16.14,900.91,701.871,455.508,134.522,709.922,10042.625
Russia,1988,147364493.0,1870000000000.0,2437.801,16.543,916.021,750.139,459.167,131.97,712.788,10218.061
Russia,1989,148281862.0,1880000000000.0,2405.697,16.224,882.523,749.211,461.606,127.549,715.759,10255.829
Russia,1990,148979537.0,1830000000000.0,2536.284,17.024,750.959,788.209,474.223,120.458,889.901,10076.104
Russia,1991,149448433.0,1780000000000.0,2407.642,16.11,702.966,755.038,451.241,115.534,846.034,9938.643
Russia,1992,148915993.0,1560000000000.0,1963.458,13.185,515.78,774.418,417.691,107.802,586.419,9566.62
Russia,1993,148135419.0,1450000000000.0,1866.525,12.6,504.624,781.884,394.374,96.382,510.838,8919.131
Russia,1994,148200734.0,1300000000000.0,1646.876,11.112,451.573,733.163,364.986,83.294,407.268,8138.424
Russia,1995,148291406.0,1270000000000.0,1618.286,10.913,475.626,699.742,348.947,79.218,387.021,7702.033
Russia,1996,148084580.0,1260000000000.0,1586.633,10.714,474.697,700.379,329.447,75.394,361.704,7413.202
Russia,1997,147853769.0,1300000000000.0,1481.964,10.023,409.786,669.45,312.234,69.457,353.158,7011.005
Russia,1998,147635543.0,1260000000000.0,1465.859,9.929,399.043,673.595,302.113,63.919,345.998,6997.947
Russia,1999,147241973.0,1380000000000.0,1494.088,10.147,405.097,686.812,302.983,63.97,350.867,7086.538
Russia,2000,146717784.0,1550000000000.0,1480.576,10.091,425.71,682.078,307.69,66.65,318.265,7214.09
Russia,2001,146117290.0,1660000000000.0,1518.081,10.389,444.52,694.105,314.789,68.087,324.29,7328.268
Russia,2002,145939502.0,1780000000000.0,1508.33,10.335,422.617,703.449,320.413,68.712,315.523,7298.46
Russia,2003,145794230.0,1960000000000.0,1539.006,10.556,424.648,736.345,333.397,69.878,309.457,7448.467
Russia,2004,145180091.0,2140000000000.0,1545.353,10.644,414.711,744.37,335.313,66.092,309.808,7514.088
Russia,2005,144597886.0,2330000000000.0,1563.98,10.816,416.446,747.169,342.222,66.591,320.286,7503.903
Russia,2006,144102948.0,2580000000000.0,1623.428,11.266,436.04,767.75,347.255,67.092,335.318,7836.937
Russia,2007,143859767.0,2860000000000.0,1624.315,11.291,421.199,780.313,355.077,68.459,326.253,7878.335
Russia,2008,143811837.0,3080000000000.0,1652.731,11.492,449.833,780.849,359.43,72.597,343.679,7914.626
Russia,2009,143869128.0,2900000000000.0,1545.236,10.741,417.327,733.658,352.496,71.592,322.578,7522.19
Russia,2010,143934468.0,3110000000000.0,1633.147,11.346,417.855,795.448,367.537,70.277,333.202,7814.236
Russia,2011,144043751.0,3310000000000.0,1684.989,11.698,428.317,818.427,374.677,73.847,344.934,8080.549
Russia,2012,144291025.0,3440000000000.0,1700.104,11.782,443.293,807.719,383.918,72.319,352.425,8128.363
Russia,2013,144604105.0,3500000000000.0,1637.547,11.324,405.805,782.899,385.321,72.17,354.879,8032.525
Russia,2014,144925639.0,3530000000000.0,1637.311,11.298,394.974,775.514,389.142,75.289,383.699,8057.762
Russia,2015,145307612.0,3460000000000.0,1635.244,11.254,414.854,739.417,394.757,74.986,406.41,7930.555
Russia,2016,145778668.0,3460000000000.0,1629.328,11.177,402.76,752.164,403.675,76.504,400.525,8086.063
Russia,2017,146186798.0,3530000000000.0,1661.012,11.362,386.28,779.798,416.507,77.099,414.626,8135.743
Russia,2018,146430146.0,3630000000000.0,1709.91,11.677,399.665,828.794,433.595,78.703,392.624,8432.209
Russia,2019,146533063.0,3710000000000.0,1704.459,11.632,395.976,807.034,450.487,80.653,400.012,8370.03
Russia,2020,146371295.0,3610000000000.0,1631.902,11.149,368.047,784.255,441.386,81.091,381.968,8075.713
Russia,2021,145836172.0,3810000000000.0,1674.524,11.482,375.442,822.695,462.564,84.401,375.4,8331.266
Russia,2022,145579889.0,3730000000000.0,1675.461,11.509,369.694,811.088,464.216,82.895,391.392,8626.76
Rwanda,2015,11640026.0,19000488690.0,0.967,0.083,0.004,0.048,4.456,1.831,0.85,4.548
Rwanda,2016,11919183.0,20135193148.0,1.052,0.088,0.018,0.084,4.385,1.773,0.843,4.622
Rwanda,2017,12202062.0,20935170126.0,1.17,0.096,0.022,0.084,4.409,1.835,0.934,4.929
Rwanda,2018,12488000.0,22730987759.0,1.313,0.105,0.044,0.095,4.58,1.788,1.041,4.892
Rwanda,2019,12776102.0,24883378782.0,1.413,0.111,0.059,0.092,4.68,1.812,1.114,5.498
Rwanda,2020,13065838.0,24048043469.0,1.394,0.107,0.037,0.088,4.864,1.858,1.107,5.748
Rwanda,2021,13355260.0,26663035281.0,1.699,0.127,0.059,0.092,4.81,1.773,1.326,6.516
Rwanda,2022,13651025.0,28466253314.0,1.957,0.143,0.187,0.091,4.719,1.685,1.367,6.797
Saudi Arabia,1980,6047997.0,211000000000.0,169.234,27.982,0.0,21.944,69.639,2.992,72.071,419.916
Saudi Arabia,1981,6420554.0,227000000000.0,175.293,27.302,0.0,42.649,69.492,3.062,81.132,501.237
Saudi Arabia,1982,6824484.0,231000000000.0,157.874,23.133,0.0,17.181,49.666,3.458,96.105,551.853
Saudi Arabia,1983,7252947.0,206000000000.0,160.813,22.172,0.0,8.409,41.359,4.198,117.069,597.982
Saudi Arabia,1984,7697312.0,206000000000.0,155.49,20.201,0.0,34.903,39.978,4.254,109.008,715.298
Saudi Arabia,1985,8151782.0,192000000000.0,172.394,21.148,0.0,39.088,33.256,4.516,123.366,729.734
Saudi Arabia,1986,8628639.0,181000000000.0,204.571,23.708,0.0,48.335,43.985,4.642,147.11,784.659
Saudi Arabia,1987,9130207.0,189000000000.0,190.414,20.855,0.0,51.406,40.182,5.075,131.014,831.738
Saudi Arabia,1988,9629172.0,195000000000.0,202.208,21.0,0.0,55.814,46.155,5.205,134.773,870.275
Saudi Arabia,1989,10128397.0,202000000000.0,203.375,20.08,0.0,56.581,46.494,5.324,133.405,856.545
Saudi Arabia,1990,10640697.0,230000000000.0,181.971,17.101,0.0,64.344,55.18,5.691,111.4,928.337
Saudi Arabia,1991,11160752.0,279000000000.0,244.534,21.91,0.024,67.51,66.562,5.905,170.679,972.452
Saudi Arabia,1992,11686682.0,306000000000.0,276.011,23.618,0.007,73.423,68.569,6.127,194.701,981.756
Saudi Arabia,1993,12215864.0,318000000000.0,297.754,24.374,0.052,76.86,68.886,6.117,212.794,1002.85
Saudi Arabia,1994,12750037.0,336000000000.0,291.208,22.84,0.068,82.099,68.396,6.093,195.159,1159.58
Saudi Arabia,1995,13289246.0,354000000000.0,274.604,20.664,0.05,82.407,66.989,5.776,178.451,1130.006
Saudi Arabia,1996,13831002.0,382000000000.0,269.498,19.485,0.046,85.441,69.825,6.138,169.343,1168.553
Saudi Arabia,1997,14374948.0,405000000000.0,227.149,15.802,0.061,87.991,72.137,6.549,124.004,1190.249
Saudi Arabia,1998,14922188.0,436000000000.0,218.915,14.67,0.075,89.682,71.397,6.837,114.916,1252.577
Saudi Arabia,1999,15472076.0,440000000000.0,237.716,15.364,0.059,88.683,66.656,6.937,135.143,1275.43
Saudi Arabia,2000,16177733.0,488000000000.0,309.639,19.14,0.001,95.613,72.338,6.675,198.371,1334.88
Saudi Arabia,2001,17041405.0,507000000000.0,324.374,19.034,0.005,103.061,71.614,6.816,205.004,1422.332
Saudi Arabia,2002,17910909.0,518000000000.0,346.93,19.37,0.028,110.029,69.307,6.985,219.46,1481.383
Saudi Arabia,2003,18786771.0,607000000000.0,351.228,18.695,0.029,115.288,79.165,7.132,216.839,1569.191
Saudi Arabia,2004,19669486.0,691000000000.0,407.702,20.728,0.036,126.075,80.244,7.394,263.196,1702.448
Saudi Arabia,2005,20559886.0,769000000000.0,412.234,20.05,0.07,136.748,85.504,7.309,256.689,1811.106
Saudi Arabia,2006,21459141.0,834000000000.0,444.977,20.736,0.038,141.013,87.661,7.441,283.766,1900.17
Saudi Arabia,2007,22368313.0,896000000000.0,423.314,18.925,0.055,142.852,87.343,7.842,258.466,1944.057
Saudi Arabia,2008,23287884.0,1010000000000.0,469.43,20.158,0.108,154.41,90.533,7.519,288.817,2128.464
Saudi Arabia,2009,24217656.0,1040000000000.0,503.97,20.81,0.067,150.59,85.948,7.521,326.067,2205.138
Saudi Arabia,2010,25157134.0,1160000000000.0,555.64,22.087,0.17,168.268,87.389,8.117,359.645,2451.107
Saudi Arabia,2011,26105636.0,1350000000000.0,540.236,20.694,0.17,177.099,95.212,8.783,335.71,2557.291
Saudi Arabia,2012,27062447.0,1420000000000.0,605.712,22.382,0.193,190.671,99.699,9.177,386.219,2714.211
Saudi Arabia,2013,28026825.0,1460000000000.0,583.178,20.808,0.239,192.011,99.461,9.359,359.381,2731.22
Saudi Arabia,2014,28998127.0,1520000000000.0,585.109,20.177,0.257,196.522,101.296,9.567,355.28,2931.717
Saudi Arabia,2015,29974944.0,1590000000000.0,624.547,20.836,0.26,200.499,104.79,9.805,390.526,3056.625
Saudi Arabia,2016,30717804.0,1630000000000.0,641.174,20.873,0.33,212.8,107.74,9.782,395.724,3179.844
Saudi Arabia,2017,30782400.0,1630000000000.0,644.487,20.937,0.52,222.859,105.973,9.453,393.125,3181.819
Saudi Arabia,2018,30365119.0,1670000000000.0,652.204,21.479,0.462,231.045,109.105,9.497,391.612,3101.678
Saudi Arabia,2019,30472809.0,1690000000000.0,708.335,23.245,0.484,233.225,106.725,9.63,446.993,2967.379
Saudi Arabia,2020,30991206.0,1610000000000.0,653.565,21.089,0.425,234.953,106.547,11.045,388.279,2888.253
Saudi Arabia,2021,31328374.0,1680000000000.0,695.394,22.197,0.517,241.864,106.548,11.065,420.649,2982.346
Saudi Arabia,2022,32175351.0,1820000000000.0,666.994,20.73,0.509,197.945,117.03,11.82,435.507,3150.054
Senegal,2002,10466216.0,21289209696.0,4.437,0.424,0.271,0.007,8.014,4.027,3.495,22.128
Senegal,2003,10721176.0,22622569107.0,4.928,0.46,0.282,0.022,7.695,3.614,3.947,22.038
Senegal,2004,10975711.0,23858338191.0,5.238,0.477,0.37,0.026,8.263,4.199,3.891,23.443
Senegal,2005,11235473.0,25111741099.0,5.539,0.493,0.37,0.026,8.467,4.35,4.104,24.396
Senegal,2006,11500094.0,25681645040.0,4.43,0.385,0.447,0.022,8.965,4.546,2.829,24.018
Senegal,2007,11770348.0,26900866878.0,5.196,0.441,0.707,0.022,8.886,4.198,3.246,26.04
Senegal,2008,12048963.0,27862112568.0,4.74,0.393,0.597,0.022,9.261,4.449,2.935,26.609
Senegal,2009,12337390.0,28495333178.0,5.258,0.426,0.74,0.033,9.599,4.498,3.206,25.441
Senegal,2010,12635418.0,29674469620.0,6.862,0.543,0.674,0.048,9.865,4.791,4.573,26.389
Senegal,2011,12958902.0,30201416523.0,7.819,0.603,0.942,0.037,10.094,4.945,5.051,27.694
Senegal,2012,13310499.0,31410375400.0,7.362,0.553,0.817,0.055,9.896,4.574,4.697,27.11
Senegal,2013,13710857.0,32167998974.0,7.853,0.573,0.814,0.084,9.897,4.834,4.934,28.245
Senegal,2014,14152103.0,34170131826.0,8.724,0.616,1.099,0.073,9.717,4.767,5.654,31.419
Senegal,2015,14593335.0,36345743124.0,9.845,0.675,1.15,0.048,9.676,4.516,6.859,36.498
Senegal,2016,15034517.0,38655882471.0,10.013,0.666,1.205,0.044,10.183,5.277,6.769,35.216
Senegal,2017,15475001.0,41519118886.0,10.757,0.695,1.439,0.037,10.044,5.416,7.256,37.261
Senegal,2018,15914495.0,44097044770.0,11.33,0.712,2.261,0.022,9.971,5.209,6.951,37.597
Senegal,2019,16352926.0,46131678369.0,12.711,0.777,2.089,0.026,10.317,5.451,7.971,41.889
Senegal,2020,16789217.0,46743389453.0,10.82,0.644,1.349,0.026,10.944,5.864,6.718,37.17
Senegal,2021,17220866.0,49579310412.0,12.319,0.715,1.971,0.015,10.922,5.696,7.427,41.406
Senegal,2022,17651099.0,51913993763.0,14.133,0.801,2.089,0.011,10.932,5.897,8.933,45.152
Serbia,2006,7511395.0,74079355840.0,53.721,7.152,34.45,4.558,8.046,3.987,13.446,184.025
Serbia,2007,7482996.0,80235729936.0,52.16,6.97,34.174,4.602,8.133,4.387,12.062,185.162
Serbia,2008,7454285.0,86433151884.0,51.737,6.941,35.479,4.58,8.052,3.845,10.274,185.883
Serbia,2009,7425346.0,85543117613.0,45.92,6.184,31.476,3.192,7.755,4.417,10.154,175.125
Serbia,2010,7395872.0,88047936265.0,45.694,6.178,30.814,4.243,7.654,3.68,9.585,178.854
Serbia,2011,7364858.0,91032746041.0,48.956,6.647,34.273,4.353,7.668,3.817,9.296,187.01
Serbia,2012,7324624.0,90412315334.0,43.764,5.975,30.107,3.84,7.514,4.307,8.893,174.62
Serbia,2013,7276183.0,93027618312.0,44.576,6.126,31.28,4.272,7.467,4.332,8.215,172.298
Serbia,2014,7227203.0,91548933459.0,37.331,5.165,24.622,3.682,7.321,3.631,8.215,150.18
Serbia,2015,7177257.0,93202353035.0,43.897,6.116,30.558,4.005,7.436,3.461,8.489,170.528
Serbia,2016,7126083.0,96313997829.0,45.193,6.342,31.077,4.328,7.359,3.792,8.89,174.139
Serbia,2017,7073507.0,98337716405.0,45.673,6.457,31.012,4.844,7.315,3.501,8.874,181.355
Serbia,2018,7020014.0,103000000000.0,44.478,6.336,29.595,4.88,7.145,3.06,8.969,181.075
Serbia,2019,6966155.0,107000000000.0,44.445,6.38,29.597,4.562,7.208,3.146,9.223,181.056
Serbia,2020,6907814.0,106000000000.0,45.356,6.566,31.032,4.554,7.471,3.873,8.602,178.039
Serbia,2021,6835429.0,114000000000.0,43.886,6.42,27.463,5.481,7.234,3.002,9.65,186.24
Serbia,2022,6791215.0,117000000000.0,44.462,6.547,27.112,5.298,7.08,3.79,10.755,178.318
Singapore,1992,3226461.0,80052595653.0,47.441,14.704,0.066,0.916,1.336,6.206,46.46,298.587
Singapore,1993,3317892.0,89698198294.0,49.662,14.968,0.073,2.726,1.415,0.811,46.863,326.212
Singapore,1994,3417818.0,101000000000.0,60.086,17.58,0.088,3.25,1.684,1.239,56.748,373.084
Singapore,1995,3533624.0,109000000000.0,40.546,11.474,0.04,3.382,1.68,2.876,37.124,388.941
Singapore,1996,3664566.0,120000000000.0,48.013,13.102,0.0,3.016,1.739,3.482,44.997,392.477
Singapore,1997,3796629.0,132000000000.0,56.737,14.944,0.0,2.975,1.992,5.038,53.762,412.801
Singapore,1998,3901418.0,132000000000.0,47.412,12.153,0.0,3.257,2.033,10.576,44.155,418.509
Singapore,1999,3966562.0,139000000000.0,49.2,12.404,0.0,2.653,1.984,7.888,46.547,414.326
Singapore,2000,4035251.0,152000000000.0,37.369,9.261,0.0,2.708,1.927,7.898,34.661,443.014
Singapore,2001,4116169.0,153000000000.0,38.525,9.359,0.0,4.089,2.214,8.579,34.437,500.721
Singapore,2002,4146898.0,158000000000.0,40.208,9.696,0.0,6.636,2.445,1.022,33.573,482.24
Singapore,2003,4138241.0,160000000000.0,39.534,9.553,0.029,10.264,2.716,1.271,29.241,454.274
Singapore,2004,4172767.0,175000000000.0,41.0,9.826,0.04,12.099,3.024,1.256,28.861,513.521
Singapore,2005,4268363.0,191000000000.0,39.6,9.278,0.04,11.476,3.127,1.126,28.084,542.302
Singapore,2006,4407064.0,212000000000.0,40.6,9.212,0.033,12.373,3.195,1.161,28.194,598.825
Singapore,2007,4596516.0,238000000000.0,41.1,8.942,0.055,13.251,3.311,1.161,27.794,648.487
Singapore,2008,4806742.0,253000000000.0,40.2,8.363,0.033,13.564,3.2,0.897,26.603,690.6
Singapore,2009,4968574.0,256000000000.0,40.8,8.212,0.026,13.711,3.16,0.74,27.064,742.003
Singapore,2010,5077020.0,298000000000.0,44.4,8.745,0.051,14.859,3.663,1.326,29.49,792.033
Singapore,2011,5182242.0,320000000000.0,47.0,9.069,0.029,15.008,3.715,1.204,31.963,824.16
Singapore,2012,5293345.0,334000000000.0,46.1,8.709,0.095,16.274,3.751,1.074,29.73,831.272
Singapore,2013,5385589.0,350000000000.0,47.0,8.727,1.0,18.324,4.352,1.144,27.676,843.129
Singapore,2014,5457899.0,364000000000.0,47.6,8.721,1.473,19.215,4.53,1.199,26.912,860.464
Singapore,2015,5525343.0,375000000000.0,49.4,8.941,1.539,19.556,4.718,1.197,28.305,911.619
Singapore,2016,5577936.0,388000000000.0,49.1,8.803,1.616,20.046,4.482,1.194,27.438,960.892
Singapore,2017,5604087.0,406000000000.0,50.1,8.94,3.404,20.155,4.937,1.324,26.542,986.095
Singapore,2018,5634366.0,420000000000.0,50.3,8.927,1.81,20.583,4.928,1.328,27.907,993.577
Singapore,2019,5669562.0,426000000000.0,49.0,8.643,1.737,20.888,5.07,1.352,26.375,974.507
Singapore,2020,5620151.0,409000000000.0,46.7,8.309,1.641,21.116,4.85,1.337,23.943,913.371
Singapore,2021,5546291.0,446000000000.0,50.1,9.033,1.759,21.553,5.113,1.358,26.789,912.046
Singapore,2022,5649888.0,462000000000.0,48.934,8.661,1.572,21.08,5.33,1.328,26.282,895.63
Slovakia,1985,5151164.0,60783825141.0,59.167,11.486,35.066,8.162,10.082,4.219,14.411,239.667
Slovakia,1986,5180090.0,63316652136.0,59.584,11.503,35.47,9.083,9.95,4.023,13.507,237.593
Slovakia,1987,5205882.0,64851091806.0,58.886,11.311,34.771,9.146,9.969,3.948,13.443,242.957
Slovakia,1988,5229678.0,66120769424.0,57.92,11.075,34.539,9.186,10.052,3.995,12.583,244.171
Slovakia,1989,5249932.0,66785527300.0,55.272,10.528,32.42,10.121,10.001,3.961,11.153,247.676
Slovakia,1990,5266077.0,65119612994.0,61.529,11.684,33.59,12.317,10.026,3.936,12.778,248.354
Slovakia,1991,5284876.0,55297380289.0,53.334,10.092,28.848,12.032,9.047,3.158,10.413,222.188
Slovakia,1992,5306445.0,51864851101.0,48.931,9.221,25.832,12.131,8.211,2.918,8.85,213.742
Slovakia,1993,5326363.0,55439229551.0,46.394,8.71,24.649,11.678,7.748,2.672,8.14,209.976
Slovakia,1994,5343230.0,58762730616.0,43.804,8.198,22.188,11.278,7.578,2.821,8.311,206.843
Slovakia,1995,5354287.0,63261333115.0,44.194,8.254,21.334,12.516,7.247,2.886,8.156,209.749
Slovakia,1996,5362430.0,67378056744.0,44.076,8.219,20.727,13.136,7.436,3.068,8.089,211.202
Slovakia,1997,5369781.0,71311497148.0,44.147,8.221,20.47,13.399,7.122,2.977,8.072,207.321
Slovakia,1998,5374801.0,74015465370.0,43.878,8.164,19.133,13.792,7.043,2.853,8.012,209.521
Slovakia,1999,5378105.0,73695869861.0,43.088,8.012,18.345,14.002,7.034,2.483,7.753,211.293
Slovakia,2000,5380001.0,74595099937.0,41.187,7.656,17.69,13.809,6.686,2.686,7.346,218.247
Slovakia,2001,5379439.0,76744257548.0,43.273,8.044,18.319,14.544,6.706,2.859,7.964,224.558
Slovakia,2002,5377685.0,80059373942.0,42.034,7.816,17.89,13.724,6.593,2.707,7.94,226.427
Slovakia,2003,5376197.0,84281952821.0,42.359,7.879,18.818,13.375,6.709,2.766,8.016,219.883
Slovakia,2004,5376038.0,88594621302.0,42.857,7.972,18.865,13.16,6.725,2.957,8.238,215.043
Slovakia,2005,5376697.0,94444699022.0,42.857,7.971,17.631,13.389,6.604,2.828,9.202,226.267
Slovakia,2006,5376847.0,102000000000.0,42.639,7.93,18.644,12.475,6.713,3.024,8.811,220.178
Slovakia,2007,5376993.0,113000000000.0,41.032,7.631,17.428,11.648,6.796,2.809,9.165,206.629
Slovakia,2008,5379127.0,119000000000.0,41.425,7.701,16.928,12.035,6.724,2.833,9.497,212.209
Slovakia,2009,5385074.0,113000000000.0,37.681,6.997,15.909,10.646,6.646,2.581,8.886,192.318
Slovakia,2010,5391857.0,118000000000.0,38.464,7.134,15.945,11.259,6.426,2.776,9.229,205.5
Slovakia,2011,5398105.0,121000000000.0,38.045,7.048,16.191,10.649,6.396,3.058,8.75,197.691
Slovakia,2012,5404877.0,122000000000.0,35.961,6.654,14.461,10.299,6.009,2.981,9.003,189.893
Slovakia,2013,5410422.0,123000000000.0,35.622,6.584,14.153,10.482,5.921,3.128,8.868,194.587
Slovakia,2014,5415238.0,126000000000.0,33.708,6.225,13.966,8.721,5.587,3.145,8.748,181.12
Slovakia,2015,5420278.0,133000000000.0,34.528,6.37,13.797,8.957,5.707,3.224,9.528,182.99
Slovakia,2016,5427262.0,135000000000.0,34.978,6.445,13.701,9.105,5.807,3.263,9.897,184.744
Slovakia,2017,5435702.0,139000000000.0,36.184,6.657,14.158,9.642,5.859,3.197,10.011,194.595
Slovakia,2018,5443229.0,145000000000.0,36.184,6.648,14.095,9.581,5.699,3.287,10.124,191.296
Slovakia,2019,5450627.0,149000000000.0,33.853,6.211,11.674,9.578,5.715,3.262,10.222,184.849
Slovakia,2020,5455028.0,144000000000.0,31.176,5.715,9.854,9.492,5.783,3.279,9.518,181.125
Slovakia,2021,5442766.0,148000000000.0,35.251,6.477,12.076,10.609,5.974,3.353,10.145,195.223
Slovakia,2022,5473195.0,150000000000.0,31.589,5.772,9.926,8.886,5.783,3.231,10.349,179.893
Slovenia,1990,1998010.0,36026961823.0,15.097,7.556,7.128,1.74,4.579,1.099,5.386,69.149
Slovenia,1991,1999191.0,32795388629.0,13.977,6.991,6.36,1.768,4.35,0.971,5.123,69.272
Slovenia,1992,1995862.0,30913203776.0,13.886,6.957,6.818,1.478,4.071,0.901,4.91,64.745
Slovenia,1993,1990815.0,31743130038.0,14.254,7.16,6.298,1.477,3.843,0.879,5.908,66.603
Slovenia,1994,1988262.0,33346742100.0,14.639,7.363,5.965,1.519,3.719,0.904,6.475,70.871
Slovenia,1995,1988098.0,35684022325.0,15.357,7.724,6.07,1.532,3.693,0.855,7.06,74.35
Slovenia,1996,1986792.0,36825997171.0,16.003,8.054,5.591,1.634,3.674,0.809,8.071,78.02
Slovenia,1997,1984404.0,38526556210.0,16.513,8.321,6.022,1.567,3.724,0.862,8.203,79.771
Slovenia,1998,1980071.0,39631442356.0,16.045,8.103,6.181,1.627,3.729,0.865,7.505,79.983
Slovenia,1999,1981198.0,41542298475.0,15.419,7.782,5.563,1.669,3.544,0.834,7.45,79.097
Slovenia,2000,1986817.0,43078787444.0,15.06,7.58,5.819,1.705,3.602,0.859,6.795,78.465
Slovenia,2001,1989684.0,44148368411.0,16.309,8.197,6.488,1.75,3.626,0.878,7.289,82.23
Slovenia,2002,1991571.0,45659924240.0,16.571,8.321,6.897,1.714,3.827,0.856,7.239,81.8
Slovenia,2003,1992499.0,46758348275.0,16.278,8.17,6.484,1.884,3.886,0.861,7.161,80.237
Slovenia,2004,1993548.0,48578174459.0,16.711,8.382,6.686,1.898,3.8,0.822,7.357,85.143
Slovenia,2005,1996915.0,50309132737.0,16.942,8.484,6.649,1.928,3.817,0.815,7.543,85.309
Slovenia,2006,2003116.0,52944721543.0,17.184,8.579,6.697,1.902,3.829,0.815,7.71,85.831
Slovenia,2007,2014159.0,56590130937.0,17.349,8.614,6.941,1.886,3.693,0.824,7.608,85.379
Slovenia,2008,2025090.0,57981920900.0,18.285,9.029,6.68,1.878,3.757,0.835,8.785,93.656
Slovenia,2009,2035610.0,53266134006.0,16.209,7.963,6.141,1.785,3.645,0.805,7.57,86.411
Slovenia,2010,2044611.0,53649775101.0,16.466,8.053,6.284,1.882,3.489,0.815,7.622,86.567
Slovenia,2011,2048805.0,53761447942.0,16.364,7.987,6.327,1.751,3.399,0.814,7.654,84.039
Slovenia,2012,2053322.0,52342432631.0,15.765,7.678,5.992,1.684,3.304,0.797,7.459,81.659
Slovenia,2013,2056452.0,51803647300.0,15.137,7.361,5.741,1.646,3.167,0.791,7.085,80.779
Slovenia,2014,2058395.0,53237651266.0,13.568,6.592,4.505,1.491,2.86,0.796,6.924,82.861
Slovenia,2015,2059946.0,54414237086.0,13.659,6.631,4.615,1.587,2.954,0.795,6.844,74.716
Slovenia,2016,2061379.0,56151179265.0,14.468,7.019,4.964,1.689,2.894,0.803,7.216,79.858
